CONTENT,CLASS,content_lowercase,content_lowercase_rn,content_tokenization,content_stopword,content_steem,content_clean
"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0,"now its 1,884,034,783 views! pls. comment the view count the next hour :p﻿",now its NUM views URLment the view count the next hour,"['now', 'its', 'NUM', 'views', 'URLment', 'the', 'view', 'count', 'the', 'next', 'hour']","['NUM', 'views', 'URLment', 'view', 'count', 'next', 'hour']","['num', 'view', 'urlment', 'view', 'count', 'next', 'hour']","['num', 'view', 'urlment', 'view', 'count', 'next', 'hour']"
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1,http://www.avaaz.org/po/petition/youtube_corporation_fox_broadcasting_company_anular_os_strikes_no_canal_nostalgia/?cxpzpgb ﻿,URL,['URL'],['URL'],['url'],['url']
go here to check the views :3﻿,0,go here to check the views :3﻿,go here to check the views NUM,"['go', 'here', 'to', 'check', 'the', 'views', 'NUM']","['go', 'check', 'views', 'NUM']","['go', 'check', 'view', 'num']","['go', 'check', 'view', 'num']"
thumbs up if u checked this video to see hw views it got﻿,0,thumbs up if u checked this video to see hw views it got﻿,thumbs up if u checked this video to see hw views it got,"['thumbs', 'up', 'if', 'u', 'checked', 'this', 'video', 'to', 'see', 'hw', 'views', 'it', 'got']","['thumbs', 'u', 'checked', 'video', 'see', 'hw', 'views', 'got']","['thumb', 'u', 'check', 'video', 'see', 'hw', 'view', 'got']","['thumb', 'u', 'check', 'video', 'see', 'hw', 'view', 'got']"
Plz subscribe to my channel and I will subscribe back xx﻿,1,plz subscribe to my channel and i will subscribe back xx﻿,plz subscribe to my channel and i will subscribe back xx,"['plz', 'subscribe', 'to', 'my', 'channel', 'and', 'i', 'will', 'subscribe', 'back', 'xx']","['plz', 'subscribe', 'channel', 'subscribe', 'back', 'xx']","['plz', 'subscrib', 'channel', 'subscrib', 'back', 'xx']","['plz', 'subscrib', 'channel', 'subscrib', 'back', 'xx']"
i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0,i check back often to help reach 2x10^9 views and i avoid watching baby﻿,i check back often to help reach NUM views and i avoid watching baby,"['i', 'check', 'back', 'often', 'to', 'help', 'reach', 'NUM', 'views', 'and', 'i', 'avoid', 'watching', 'baby']","['check', 'back', 'often', 'help', 'reach', 'NUM', 'views', 'avoid', 'watching', 'baby']","['check', 'back', 'often', 'help', 'reach', 'num', 'view', 'avoid', 'watch', 'babi']","['check', 'back', 'often', 'help', 'reach', 'num', 'view', 'avoid', 'watch', 'babi']"
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0,this video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,this video will get to NUM billion just because of people checking if it has hit NUM billion yet,"['this', 'video', 'will', 'get', 'to', 'NUM', 'billion', 'just', 'because', 'of', 'people', 'checking', 'if', 'it', 'has', 'hit', 'NUM', 'billion', 'yet']","['video', 'get', 'NUM', 'billion', 'people', 'checking', 'hit', 'NUM', 'billion', 'yet']","['video', 'get', 'num', 'billion', 'peopl', 'check', 'hit', 'num', 'billion', 'yet']","['video', 'get', 'num', 'billion', 'peopl', 'check', 'hit', 'num', 'billion', 'yet']"
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1,https://www.facebook.com/pages/brew-crew-2014/134470083389909 like this  facebook-page! chance to win an iphone 5s!﻿,URL like this facebook page chance to win an iphone 5s,"['URL', 'like', 'this', 'facebook', 'page', 'chance', 'to', 'win', 'an', 'iphone', '5s']","['URL', 'like', 'facebook', 'page', 'chance', 'win', 'iphone', '5s']","['url', 'like', 'facebook', 'page', 'chanc', 'win', 'iphon', '5s']","['url', 'like', 'facebook', 'page', 'chanc', 'win', 'iphon', '5s']"
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1,get gwar to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,get gwar to play NUM superbowl URL,"['get', 'gwar', 'to', 'play', 'NUM', 'superbowl', 'URL']","['get', 'gwar', 'play', 'NUM', 'superbowl', 'URL']","['get', 'gwar', 'play', 'num', 'superbowl', 'url']","['get', 'gwar', 'play', 'num', 'superbowl', 'url']"
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1,pls follow this channel!! http://www.twitch.tv/sevadus﻿,pls follow this channel URL,"['pls', 'follow', 'this', 'channel', 'URL']","['pls', 'follow', 'channel', 'URL']","['pls', 'follow', 'channel', 'url']","['pls', 'follow', 'channel', 'url']"
hi guys check my youtube channel﻿,1,hi guys check my youtube channel﻿,hi guys check my youtube channel,"['hi', 'guys', 'check', 'my', 'youtube', 'channel']","['hi', 'guys', 'check', 'youtube', 'channel']","['hi', 'guy', 'check', 'youtub', 'channel']","['hi', 'guy', 'check', 'youtub', 'channel']"
Subscribe and like to me for more how to videos on minecraft!﻿,1,subscribe and like to me for more how to videos on minecraft!﻿,subscribe and like to me for more how to videos on minecraft,"['subscribe', 'and', 'like', 'to', 'me', 'for', 'more', 'how', 'to', 'videos', 'on', 'minecraft']","['subscribe', 'like', 'videos', 'minecraft']","['subscrib', 'like', 'video', 'minecraft']","['subscrib', 'like', 'video', 'minecraft']"
http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,http URL friend cd92db3f4 great game check it out,"['http', 'URL', 'friend', 'cd92db3f4', 'great', 'game', 'check', 'it', 'out']","['http', 'URL', 'friend', 'cd92db3f4', 'great', 'game', 'check']","['http', 'url', 'friend', 'cd92db3f4', 'great', 'game', 'check']","['http', 'url', 'friend', 'cd92db3f4', 'great', 'game', 'check']"
Subscribe ME!﻿,1,subscribe me!﻿,subscribe me,"['subscribe', 'me']",['subscribe'],['subscrib'],['subscrib']
Im just to check how much views it has﻿,0,im just to check how much views it has﻿,im just to check how much views it has,"['im', 'just', 'to', 'check', 'how', 'much', 'views', 'it', 'has']","['im', 'check', 'much', 'views']","['im', 'check', 'much', 'view']","['im', 'check', 'much', 'view']"
The first comment is chuck norrus ovbiously :D﻿,0,the first comment is chuck norrus ovbiously :d﻿,the first comment is chuck norrus ovbiously,"['the', 'first', 'comment', 'is', 'chuck', 'norrus', 'ovbiously']","['first', 'comment', 'chuck', 'norrus', 'ovbiously']","['first', 'comment', 'chuck', 'norrus', 'ovbious']","['first', 'comment', 'chuck', 'norrus', 'ovbious']"
Behold the most viewed youtube video in the history of ever﻿,0,behold the most viewed youtube video in the history of ever﻿,behold the most viewed youtube video in the history of ever,"['behold', 'the', 'most', 'viewed', 'youtube', 'video', 'in', 'the', 'history', 'of', 'ever']","['behold', 'viewed', 'youtube', 'video', 'history', 'ever']","['behold', 'view', 'youtub', 'video', 'histori', 'ever']","['behold', 'view', 'youtub', 'video', 'histori', 'ever']"
when is this gonna hit 2 billion?﻿,0,when is this gonna hit 2 billion?﻿,when is this gonna hit NUM billion,"['when', 'is', 'this', 'gon', 'na', 'hit', 'NUM', 'billion']","['gon', 'na', 'hit', 'NUM', 'billion']","['gon', 'na', 'hit', 'num', 'billion']","['gon', 'na', 'hit', 'num', 'billion']"
the most viewed youtube video of all time?﻿,0,the most viewed youtube video of all time?﻿,the most viewed youtube video of all time,"['the', 'most', 'viewed', 'youtube', 'video', 'of', 'all', 'time']","['viewed', 'youtube', 'video', 'time']","['view', 'youtub', 'video', 'time']","['view', 'youtub', 'video', 'time']"
"969,210 dislikes like dislike themselves﻿",0,"969,210 dislikes like dislike themselves﻿",NUM dislikes like dislike themselves,"['NUM', 'dislikes', 'like', 'dislike', 'themselves']","['NUM', 'dislikes', 'like', 'dislike']","['num', 'dislik', 'like', 'dislik']","['num', 'dislik', 'like', 'dislik']"
psy=korean﻿,0,psy=korean﻿,psy korean,"['psy', 'korean']","['psy', 'korean']","['psi', 'korean']","['psi', 'korean']"
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0,"omg this oldspice spraytan party commercial omg....i'm sitting here ""no  this isn't a real thing is it? omg"" ﻿",omg this oldspice spraytan party commercial omg i m sitting here no this isn t a real thing is it omg,"['omg', 'this', 'oldspice', 'spraytan', 'party', 'commercial', 'omg', 'i', 'm', 'sitting', 'here', 'no', 'this', 'isn', 't', 'a', 'real', 'thing', 'is', 'it', 'omg']","['omg', 'oldspice', 'spraytan', 'party', 'commercial', 'omg', 'sitting', 'real', 'thing', 'omg']","['omg', 'oldspic', 'spraytan', 'parti', 'commerci', 'omg', 'sit', 'real', 'thing', 'omg']","['omg', 'oldspic', 'spraytan', 'parti', 'commerci', 'omg', 'sit', 'real', 'thing', 'omg']"
"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0,"this is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, i mean, most people  think a video is popular when it actually gets 1.000.000 views.﻿",this is the only video on youtube that get so much views just because we want to see how much views it has NUM every day i mean most people think a video is popular when it actually gets NUM views,"['this', 'is', 'the', 'only', 'video', 'on', 'youtube', 'that', 'get', 'so', 'much', 'views', 'just', 'because', 'we', 'want', 'to', 'see', 'how', 'much', 'views', 'it', 'has', 'NUM', 'every', 'day', 'i', 'mean', 'most', 'people', 'think', 'a', 'video', 'is', 'popular', 'when', 'it', 'actually', 'gets', 'NUM', 'views']","['video', 'youtube', 'get', 'much', 'views', 'want', 'see', 'much', 'views', 'NUM', 'every', 'day', 'mean', 'people', 'think', 'video', 'popular', 'actually', 'gets', 'NUM', 'views']","['video', 'youtub', 'get', 'much', 'view', 'want', 'see', 'much', 'view', 'num', 'everi', 'day', 'mean', 'peopl', 'think', 'video', 'popular', 'actual', 'get', 'num', 'view']","['video', 'youtub', 'get', 'much', 'view', 'want', 'see', 'much', 'view', 'num', 'everi', 'day', 'mean', 'peopl', 'think', 'video', 'popular', 'actual', 'get', 'num', 'view']"
It's been back for quite a while now.,0,it's been back for quite a while now.,it s been back for quite a while now,"['it', 's', 'been', 'back', 'for', 'quite', 'a', 'while', 'now']","['back', 'quite']","['back', 'quit']","['back', 'quit']"
2 Billions in 2014,0,2 billions in 2014,NUM billions in NUM,"['NUM', 'billions', 'in', 'NUM']","['NUM', 'billions', 'NUM']","['num', 'billion', 'num']","['num', 'billion', 'num']"
plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,plz check out fablife welcome to fablife for diys and challenges so plz subscribe thx,"['plz', 'check', 'out', 'fablife', 'welcome', 'to', 'fablife', 'for', 'diys', 'and', 'challenges', 'so', 'plz', 'subscribe', 'thx']","['plz', 'check', 'fablife', 'welcome', 'fablife', 'diys', 'challenges', 'plz', 'subscribe', 'thx']","['plz', 'check', 'fablif', 'welcom', 'fablif', 'diy', 'challeng', 'plz', 'subscrib', 'thx']","['plz', 'check', 'fablif', 'welcom', 'fablif', 'diy', 'challeng', 'plz', 'subscrib', 'thx']"
Sub my channel!﻿,1,sub my channel!﻿,sub my channel,"['sub', 'my', 'channel']","['sub', 'channel']","['sub', 'channel']","['sub', 'channel']"
http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,http://www.ebay.com/itm/131338190916?sspagename=strk:meselx:it&amp;_trksid=p3984.m1555.l2649 ﻿,URL,['URL'],['URL'],['url'],['url']
http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,1,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,URL,['URL'],['URL'],['url'],['url']
"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1,"if your like drones, plz subscribe to kamal tayara. he takes videos with  his drone that are absolutely beautiful.﻿",if your like drones plz subscribe to kamal tayara he takes videos with his drone that are absolutely beautiful,"['if', 'your', 'like', 'drones', 'plz', 'subscribe', 'to', 'kamal', 'tayara', 'he', 'takes', 'videos', 'with', 'his', 'drone', 'that', 'are', 'absolutely', 'beautiful']","['like', 'drones', 'plz', 'subscribe', 'kamal', 'tayara', 'takes', 'videos', 'drone', 'absolutely', 'beautiful']","['like', 'drone', 'plz', 'subscrib', 'kamal', 'tayara', 'take', 'video', 'drone', 'absolut', 'beauti']","['like', 'drone', 'plz', 'subscrib', 'kamal', 'tayara', 'take', 'video', 'drone', 'absolut', 'beauti']"
http://hackfbaccountlive.com/?ref=4604617﻿,1,http://hackfbaccountlive.com/?ref=4604617﻿,http URL,"['http', 'URL']","['http', 'URL']","['http', 'url']","['http', 'url']"
"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1,"whats up everyone!? :-) i trying to showcase my talent to the world! i have over 3000 subscribers! i promise! i dont suck! please spread my covers around, subscribe &amp; share! thanks so much for all your support! lucas trigo -stay awesome! ﻿",whats up everyone i trying to showcase my talent to the world i have over NUM subscribers i promise i dont suck please spread my covers around subscribe share thanks so much for all your support lucas trigo stay awesome,"['whats', 'up', 'everyone', 'i', 'trying', 'to', 'showcase', 'my', 'talent', 'to', 'the', 'world', 'i', 'have', 'over', 'NUM', 'subscribers', 'i', 'promise', 'i', 'dont', 'suck', 'please', 'spread', 'my', 'covers', 'around', 'subscribe', 'share', 'thanks', 'so', 'much', 'for', 'all', 'your', 'support', 'lucas', 'trigo', 'stay', 'awesome']","['whats', 'everyone', 'trying', 'showcase', 'talent', 'world', 'NUM', 'subscribers', 'promise', 'dont', 'suck', 'please', 'spread', 'covers', 'around', 'subscribe', 'share', 'thanks', 'much', 'support', 'lucas', 'trigo', 'stay', 'awesome']","['what', 'everyon', 'tri', 'showcas', 'talent', 'world', 'num', 'subscrib', 'promis', 'dont', 'suck', 'pleas', 'spread', 'cover', 'around', 'subscrib', 'share', 'thank', 'much', 'support', 'luca', 'trigo', 'stay', 'awesom']","['what', 'everyon', 'tri', 'showcas', 'talent', 'world', 'num', 'subscrib', 'promis', 'dont', 'suck', 'pleas', 'spread', 'cover', 'around', 'subscrib', 'share', 'thank', 'much', 'support', 'luca', 'trigo', 'stay', 'awesom']"
-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permpage=1  &lt;--------﻿,URL,['URL'],['URL'],['url'],['url']
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,"hi there~i'm group leader of angel, a rookie korean pop group. we have four  members, chanicka, julie, stephanie, and myself, leah. please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a korean management company. we plan on  auditioning for jyp, bighit, jellyfish, yg or sm. thank you for taking time  out of your day to read this !﻿",hi there i m group leader of angel a rookie korean pop group we have four members chanicka julie stephanie and myself leah please feel free to check out our channel and leave some feedback on our cover videos criticism is welcome as we know we re not top notch singers so please come leave some constructive feedback on our videos we appreciate any chance to improve before auditioning for a korean management company we plan on auditioning for jyp bighit jellyfish yg or sm thank you for taking time out of your day to read this,"['hi', 'there', 'i', 'm', 'group', 'leader', 'of', 'angel', 'a', 'rookie', 'korean', 'pop', 'group', 'we', 'have', 'four', 'members', 'chanicka', 'julie', 'stephanie', 'and', 'myself', 'leah', 'please', 'feel', 'free', 'to', 'check', 'out', 'our', 'channel', 'and', 'leave', 'some', 'feedback', 'on', 'our', 'cover', 'videos', 'criticism', 'is', 'welcome', 'as', 'we', 'know', 'we', 're', 'not', 'top', 'notch', 'singers', 'so', 'please', 'come', 'leave', 'some', 'constructive', 'feedback', 'on', 'our', 'videos', 'we', 'appreciate', 'any', 'chance', 'to', 'improve', 'before', 'auditioning', 'for', 'a', 'korean', 'management', 'company', 'we', 'plan', 'on', 'auditioning', 'for', 'jyp', 'bighit', 'jellyfish', 'yg', 'or', 'sm', 'thank', 'you', 'for', 'taking', 'time', 'out', 'of', 'your', 'day', 'to', 'read', 'this']","['hi', 'group', 'leader', 'angel', 'rookie', 'korean', 'pop', 'group', 'four', 'members', 'chanicka', 'julie', 'stephanie', 'leah', 'please', 'feel', 'free', 'check', 'channel', 'leave', 'feedback', 'cover', 'videos', 'criticism', 'welcome', 'know', 'top', 'notch', 'singers', 'please', 'come', 'leave', 'constructive', 'feedback', 'videos', 'appreciate', 'chance', 'improve', 'auditioning', 'korean', 'management', 'company', 'plan', 'auditioning', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'taking', 'time', 'day', 'read']","['hi', 'group', 'leader', 'angel', 'rooki', 'korean', 'pop', 'group', 'four', 'member', 'chanicka', 'juli', 'stephani', 'leah', 'pleas', 'feel', 'free', 'check', 'channel', 'leav', 'feedback', 'cover', 'video', 'critic', 'welcom', 'know', 'top', 'notch', 'singer', 'pleas', 'come', 'leav', 'construct', 'feedback', 'video', 'appreci', 'chanc', 'improv', 'audit', 'korean', 'manag', 'compani', 'plan', 'audit', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'take', 'time', 'day', 'read']","['hi', 'group', 'leader', 'angel', 'rooki', 'korean', 'pop', 'group', 'four', 'member', 'chanicka', 'juli', 'stephani', 'leah', 'pleas', 'feel', 'free', 'check', 'channel', 'leav', 'feedback', 'cover', 'video', 'critic', 'welcom', 'know', 'top', 'notch', 'singer', 'pleas', 'come', 'leav', 'construct', 'feedback', 'video', 'appreci', 'chanc', 'improv', 'audit', 'korean', 'manag', 'compani', 'plan', 'audit', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'take', 'time', 'day', 'read']"
